,subject,predicate,object
12306,CHEK2,inhibits,MAPT
12314,CHEK2,inhibits,RASGRF1
12319,SOD1,inhibits,VDAC1
12320,SOD1,inhibits,KARS1
12321,SOD1,inhibits,DERL1
12323,CP,inhibits,SMO
12324,ABL1,inhibits,SPTLC1
12325,ABL1,inhibits,PRKN
12328,ABL1,inhibits,MYOD1
12333,ABL1,inhibits,CDKN1B
12336,ABL1,inhibits,UBE3A
12337,ABL1,inhibits,BTK
12350,SCAMP3,inhibits,EGFR
12355,EGFR,inhibits,ABCA1
12359,EGFR,inhibits,CALM1
12360,EGFR,inhibits,CALM2
12365,PTPN1,inhibits,EGFR
12374,EGFR,inhibits,LRRK1
12375,EGFR,inhibits,CCDC50
12376,EGFR,inhibits,HDAC6
12387,HP,inhibits,HBB
12388,HP,inhibits,HBA1
12393,F10,inhibits,APOH
12399,PLG,inhibits,APOH
12409,SERPINC1,inhibits,F2
12410,SERPINC1,inhibits,F9
12411,SERPINC1,inhibits,F10
12412,SERPINC1,inhibits,F12
12413,SERPINC1,inhibits,F11
12414,SERPINA1,inhibits,F2
12415,SERPINA1,inhibits,F12
12416,A2M,inhibits,MMP2
12417,MMP2,inhibits,A2M
12436,TGFB1,inhibits,PAX8
12438,GNRH1,inhibits,AR
12457,KRT14,inhibits,TNFRSF1A
12458,KRT14,inhibits,TRADD
12465,FGG,inhibits,VTN
12466,FGG,inhibits,VWF
12470,PPBP,inhibits,OPRM1
12471,PPBP,inhibits,OPRD1
12479,RAF1,inhibits,MAP3K5
12480,PROC,inhibits,F7
12481,PROC,inhibits,F5
12492,MAS1,inhibits,AGTR1
12494,CXCR4,inhibits,CD74
12506,TP53,inhibits,ETS1
12511,S100A8,inhibits,TLR4
12513,SERPINE1,inhibits,F12
12514,PRKCG,inhibits,STK17B
12517,PRKCG,inhibits,HSP90AA1
12519,PRKCG,inhibits,TNNI3
12522,PRKCG,inhibits,KIR3DL1
12524,PRKCG,inhibits,STXBP1
12526,PRKCG,inhibits,HABP4
12528,PRKCG,inhibits,CYTH2
12529,SERPINA5,inhibits,FN1
12530,SERPING1,inhibits,F12
12535,PRKCB,inhibits,STMN1
12537,PRKCB,inhibits,GJA1
12538,PRKCB,inhibits,C5AR1
12539,PRKCB,inhibits,NOS3
12541,PRKCB,inhibits,CASR
12543,PRKCB,inhibits,LASP1
12545,PRKCB,inhibits,STXBP1
12546,PRKCB,inhibits,EWSR1
12547,PRKCB,inhibits,KCNC4
12552,PRKCB,inhibits,HABP4
12554,PRKCB,inhibits,CYTH2
12555,PRKCB,inhibits,IBTK
12557,INSR,inhibits,ADRB2
12558,INSR,inhibits,CALM1
12559,INSR,inhibits,CALM2
12560,INSR,inhibits,CALM3
12567,CD28,inhibits,LCK
12569,IL2RB,inhibits,LCK
12577,LCK,inhibits,CCDC50
12578,LCK,inhibits,PIK3CA_PIK3R1
12580,FYN,inhibits,ARHGAP33
12588,FYN,inhibits,CHN2
12594,RB1,inhibits,TRIP11
12595,PTMA,inhibits,CASP9
12598,CDK1,inhibits,PIK3C2A
12601,CDK1,inhibits,MDM4
12603,CDK1,inhibits,TP73
12609,CDK1,inhibits,EGFR
12617,CDK1,inhibits,BCL2
12618,CDK1,inhibits,HMGA1
12625,CDK1,inhibits,STIP1
12626,CDK1,inhibits,MCM4
12627,CDK1,inhibits,RFC1
12629,CDK1,inhibits,FEN1
12630,CDK1,inhibits,CUX1
12632,CDK1,inhibits,ERF
12634,CDK1,inhibits,HMGA2
12635,CDK1,inhibits,CASP9
12637,CDK1,inhibits,PPP1CA
12639,CDK1,inhibits,MAP2K1
12644,CDC16,inhibits,CDK1
12645,CDK1,inhibits,ZC3HC1
12646,CDK1,inhibits,STIM1
12648,CDK1,inhibits,ESPL1
12649,CDK1,inhibits,LBR
12650,CDK1,inhibits,CASP8
12651,CDK1,inhibits,PLEC
12653,CDK1,inhibits,SIRT2
12654,CDK1,inhibits,ABI1
12659,CDK1,inhibits,VCPIP1
12661,CDK1,inhibits,ATAD5
12662,CDK1,inhibits,KIF2C
12665,CDK1,inhibits,NUSAP1
12668,ANAPC1,inhibits,CDK1
12670,CDK1,inhibits,NUCKS1
12676,CDC23,inhibits,CDK1
12677,CDK1,inhibits,NUP50
12678,CDK1,inhibits,TPX2
12680,CDK1,inhibits,NCOA3
12683,NPM1,inhibits,HEXIM1
12689,CTSD,inhibits,BGLAP
12692,CAPN1,inhibits,F2RL1
12699,CTSL,inhibits,BGLAP
12701,CTSB,inhibits,BGLAP
12702,HSP90AA1,inhibits,NR3C1
12714,LYN,inhibits,CDKN1B
12718,LYN,inhibits,PPP1R8
12726,IGF1R,inhibits,CRK
12736,HSP90AB1,inhibits,APAF1
12744,ELANE,inhibits,F2RL1
12746,MMP2,inhibits,DCN
12747,MMP3,inhibits,DCN
12749,MMP3,inhibits,HAPLN1
12750,MMP3,inhibits,ACAN
12753,CTSG,inhibits,SERPIND1
12758,PTPRC,inhibits,TYK2
12763,CFH,inhibits,CFB
12764,CFH,inhibits,C3
12765,CFH,inhibits,CRP
12770,GNAI3,inhibits,ADCY1
12785,MMP7,inhibits,HAPLN1
12786,MMP10,inhibits,HAPLN1
12787,CXCL1,inhibits,PRKACA
12801,CTSH,inhibits,BGLAP
12813,HSPA1A,inhibits,NR3C1
12824,CALM1,inhibits,SCN8A
12832,CALM2,inhibits,SCN8A
12841,PRKAR1A,inhibits,PRKACA
12843,PRKAR1A,inhibits,PRKACB
12847,PTPN11,inhibits,KIT
12858,BCR,inhibits,RAC1
12859,PIM1,inhibits,FOXO3
12863,PIM1,inhibits,CDKN1B
12867,PIM1,inhibits,MAP3K5
12868,PIM1,inhibits,FZR1
12871,FGFR1,inhibits,CTTN
12875,CDK4,inhibits,BRCA1
12877,CDK4,inhibits,MEF2D
12889,SKI,inhibits,EP300
12890,SKI,inhibits,SMAD5
12891,SKI,inhibits,SMAD2_SMAD4
12892,SKI,inhibits,SMAD3_SMAD4
12893,SKIL,inhibits,SMAD5
12894,SKIL,inhibits,SMAD2_SMAD4
12895,SKIL,inhibits,SMAD3_SMAD4
12906,SRC,inhibits,EMD
12922,SRC,inhibits,PPP2CA
12923,PPP2CA,inhibits,SRC
12924,SRC,inhibits,HNF4A
12926,SRC,inhibits,KCNJ1
12932,SRC,inhibits,ARHGDIA
12933,SRC,inhibits,PTEN
12947,SRC,inhibits,CASP8
12950,SRC,inhibits,RHOU
12952,SRC,inhibits,SIRT2
12963,XRCC5,inhibits,PDX1
12971,PRKAR2A,inhibits,PRKACA
12974,CTSE,inhibits,A2M
12975,MIF,inhibits,SOD1
12977,CPM,inhibits,HBA1
12983,MMP9,inhibits,HAPLN1
12984,MMP9,inhibits,PZP
12985,PZP,inhibits,MMP9
13001,ST6GAL1,inhibits,CD22
13003,ANK1,inhibits,SLN
13004,ANK1,inhibits,ATP2A1
13016,PPP3CB,inhibits,FLNA
13033,PRKCA,inhibits,PIP5K1B
13037,PRKCA,inhibits,EDF1
13038,PRKCA,inhibits,KCNJ13
13039,PRKCA,inhibits,EGFR
13042,PRKCA,inhibits,ATP1A1
13044,PRKCA,inhibits,HMGN1
13050,PRKCA,inhibits,HNRNPA1
13056,PRKCA,inhibits,GFAP
13057,PRKCA,inhibits,CALD1
13058,PRKCA,inhibits,KCNE1
13060,PRKCA,inhibits,DDX5
13064,PRKCA,inhibits,ACO1
13067,PRKCA,inhibits,CFL1
13068,PRKCA,inhibits,ITPKB
13072,PRKCA,inhibits,NOS3
13074,PRKCA,inhibits,CLIP1
13077,PRKCA,inhibits,HRH1
13078,PTPN1,inhibits,AKT1
13079,AKT1,inhibits,PTPN1
13080,PRKCA,inhibits,CASR
13082,PRKCA,inhibits,GFPT1
13084,PRKCA,inhibits,GSK3B
13085,PRKCA,inhibits,STXBP1
13086,PRKCA,inhibits,EWSR1
13087,PRKCA,inhibits,PLCB3
13090,PRKCA,inhibits,TRPC3
13097,PRKCA,inhibits,HES1
13098,PRKCA,inhibits,PEA15
13101,PRKCA,inhibits,MEP1B
13102,PRKCA,inhibits,HABP4
13104,PRKCA,inhibits,NOXA1
13111,PRKCA,inhibits,CORO1B
13112,PRKCA,inhibits,CDC42EP4
13115,PRKCA,inhibits,ADD3
13117,PRKCA,inhibits,HDAC5
13122,PRKACA,inhibits,HSPB6
13124,PRKACA,inhibits,PHOX2A
13127,PRKACA,inhibits,RGS10
13129,PRKACA,inhibits,CTNND1
13132,PRKACA,inhibits,GABBR2
13134,PRKACA,inhibits,HAND1
13138,PRKACA,inhibits,NEFL
13141,PRKACA,inhibits,GP1BB
13145,PRKACA,inhibits,GFAP
13146,PRKACA,inhibits,DSP
13156,PRKACA,inhibits,CAD
13157,PRKACA,inhibits,ITPKB
13159,PRKACA,inhibits,MIP
13161,PRKAR2B,inhibits,PRKACA
13162,PRKACA,inhibits,CIITA
13165,PRKACA,inhibits,HRH1
13166,PRKACA,inhibits,ADD2
13173,PRKACA,inhibits,KCNJ3
13175,PRKACA,inhibits,GSK3A
13180,PRKACA,inhibits,MYOM2
13181,PRKACA,inhibits,PRKAA2
13183,PRKACA,inhibits,CASP9
13186,PRKACA,inhibits,CDK16
13190,PRKACA,inhibits,UBE3A
13192,PRKACA,inhibits,PRKAA1
13200,PRKACA,inhibits,PIN1
13204,PRKACA,inhibits,GNA13
13207,PRKACA,inhibits,SYN2
13208,PRKACA,inhibits,FRAT1
13211,PRKACA,inhibits,STMN2
13212,PRKACA,inhibits,NEDD4L
13214,PRKACA,inhibits,HDAC8
13223,PRKACA,inhibits,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
13224,CAPN2,inhibits,MAPT
13231,PTPN2,inhibits,WASL
13232,PTPN2,inhibits,FYN
13233,PTPN2,inhibits,MET
13235,PTPN2,inhibits,GHR
13237,PTPN2,inhibits,SHC1
13238,SHC1,inhibits,PTPN2
13239,PTPN2,inhibits,FKBP4
13241,SPI1,inhibits,TAL1
13243,PTPN1,inhibits,ABL1
13244,PTPN1,inhibits,KRT8
13245,PTPN1,inhibits,BCR
13246,PTPN1,inhibits,NFKBIA
13247,PTPN1,inhibits,STAT5B
13248,PTPN1,inhibits,CAV1
13249,PTPN1,inhibits,PRKCD
13251,PTPN1,inhibits,NTRK2
13252,PTPN1,inhibits,MAPK15
13259,TRIM21,inhibits,GMPS
13262,PTPRA,inhibits,LYN
13267,NCL,inhibits,MYB
13268,NCL,inhibits,MYBL1
13269,EIF2AK2,inhibits,NFKBIA
13276,WT1,inhibits,RBM4
13277,CSNK2A2,inhibits,SPIB
13284,CSNK2A2,inhibits,PTEN
13286,CSNK2A2,inhibits,SET
13290,CSNK2A2,inhibits,EIF4EBP1
13292,CSNK2A2,inhibits,CTDP1
13294,CSNK2A2,inhibits,HSPH1
13297,RXRA,inhibits,CTNNB1
13309,CAST,inhibits,CAPN1
13310,CAST,inhibits,CAPN2
13311,CAST,inhibits,CAPN3
13356,PRKACG,inhibits,TENT2
13357,CBL,inhibits,CFLAR
13358,CBL,inhibits,SORBS2
13359,CBL,inhibits,KIT
13360,CBL,inhibits,FLT3
13361,CBL,inhibits,PIK3CA_PIK3R1
13365,RPS6KB1,inhibits,URI1
13366,RPS6KB1,inhibits,HSPB1
13370,RPS6KB1,inhibits,MRE11
13371,RPS6KB1,inhibits,MXD1
13372,RPS6KB1,inhibits,PDCD4
13373,PTPRG,inhibits,JAK2
13377,PTPRB,inhibits,KDR
13378,PTPRE,inhibits,KCNB1
13380,PTPRG,inhibits,DAB1
13381,PTPRG,inhibits,ABL1
13384,PTPRG,inhibits,ITGB1
13385,PTPRG,inhibits,MET
13386,PTPRG,inhibits,SRC
13387,PTPRG,inhibits,VCL
13388,PTPRG,inhibits,CDK2
13391,PTPRG,inhibits,BMX
13394,PTPRG,inhibits,BTK
13396,PTPRG,inhibits,CTTN
13398,PTPRZ1,inhibits,ARHGAP35
13406,GATA2,inhibits,SPI1
13407,GATA2,inhibits,PPARG
13410,HDAC3,inhibits,CCND1
13412,CHM,inhibits,RABGGTA
13417,NR2F2,inhibits,MYOD1
13424,ACP1,inhibits,PDGFRB
13426,ACP1,inhibits,AKT2
13427,ACP1,inhibits,AKT3
13430,PRKCH,inhibits,NOS3
13433,CCNC,inhibits,NOTCH1
13434,CDK2,inhibits,TP73
13441,SP1,inhibits,CDK2
13443,CDK2,inhibits,PTHLH
13444,CDK2,inhibits,MYOD1
13445,CDK2,inhibits,HMGA1
13451,CDK2,inhibits,GRK2
13455,CDKN1B,inhibits,CDK2
13462,CDK2,inhibits,PPP1CA
13464,CDK2,inhibits,ID2
13465,CDK2,inhibits,ID3
13466,CDK2,inhibits,PRDX1
13469,SKP2,inhibits,CDK2
13475,CDK2,inhibits,TP63
13476,CDK2,inhibits,TPX2
13483,GRK2,inhibits,ADRA2A
13487,GRK2,inhibits,BDKRB2
13488,GRK2,inhibits,SNCA
13489,GRK2,inhibits,OPRD1
13490,GRK2,inhibits,MAPK14
13504,CTSS,inhibits,BGLAP
13513,YY1,inhibits,NOTCH1
13515,PTPN3,inhibits,VCP
13523,STOM,inhibits,SLC2A1
13526,MAPK3,inhibits,FOXO3
13528,MAPK3,inhibits,NFATC1
13531,MAPK3,inhibits,MBP
13533,MAPK3,inhibits,NR3C1
13535,MAPK3,inhibits,PGR
13538,MAPK3,inhibits,MYB
13539,MAPK3,inhibits,THRB
13551,MAPK3,inhibits,IRS1
13554,MAPK3,inhibits,PPARG
13555,MAPK3,inhibits,BCL6
13556,MAPK3,inhibits,ETV6
13557,MAPK3,inhibits,LIFR
13559,MAPK3,inhibits,CDKN1B
13561,MAPK3,inhibits,AMPH
13562,MAPK3,inhibits,PCYT1A
13563,MAPK3,inhibits,CEBPA
13564,MAPK3,inhibits,GSK3B
13565,MAPK3,inhibits,SCNN1B
13567,MAPK3,inhibits,CASP9
13569,MAPK3,inhibits,HNRNPK
13577,MAPK3,inhibits,CALD1
13579,MAPK3,inhibits,KLC1
13580,MAPK3,inhibits,PDE4D
13582,MAPK3,inhibits,EPS8
13586,MAPK3,inhibits,CASP8
13590,PTPRR,inhibits,MAPK3
13592,MAPK3,inhibits,STK11
13595,MAPK3,inhibits,NOXA1
13598,MAPK3,inhibits,BAD
13600,MAPK3,inhibits,STMN2
13601,MAPK3,inhibits,MRTFA
13602,MAPK3,inhibits,CIC
13603,MAPK3,inhibits,SULT4A1
13613,MAPK3,inhibits,APC_AXIN1_GSK3B
13616,RPL10,inhibits,JUN
13617,RPL10,inhibits,YES1
13623,PSMB8,inhibits,MCL1
13628,MAPK1,inhibits,MCRIP1
13636,PEX2,inhibits,PEX5
13652,MSX1,inhibits,TBP
13653,MSX1,inhibits,DLX5
13654,DLX5,inhibits,MSX1
13655,MSX1,inhibits,DLX2
13656,DLX2,inhibits,MSX1
13659,MAPK1,inhibits,JAK2
13665,MAPK1,inhibits,MBP
13666,MAPK1,inhibits,NR3C1
13667,MAPK1,inhibits,ATP1A1
13673,MAPK1,inhibits,GJA1
13675,MAPK1,inhibits,TNFRSF1A
13676,MAPK1,inhibits,TFEB
13681,MAPK1,inhibits,POLR2A
13683,PTPN7,inhibits,MAPK1
13689,MAPK1,inhibits,RORA
13690,MAPK1,inhibits,IRS1
13693,MAPK1,inhibits,PPARG
13696,MAPK1,inhibits,ETV6
13698,MAPK1,inhibits,LIFR
13699,MAPK1,inhibits,TOB1
13704,MAPK1,inhibits,AMPH
13705,MAPK1,inhibits,PCYT1A
13706,MAPK1,inhibits,CEBPA
13708,MAPK1,inhibits,TSC2
13711,MAPK1,inhibits,SCNN1B
13717,MAPK1,inhibits,POU5F1
13722,MAPK1,inhibits,PDE4C
13731,MAPK1,inhibits,ESPL1
13733,MAPK1,inhibits,CASP8
13736,PTPRR,inhibits,MAPK1
13739,MAPK1,inhibits,STK11
13742,MAPK1,inhibits,NOXA1
13745,MAPK1,inhibits,TSC1
13746,MAPK1,inhibits,BAD
13748,MAPK1,inhibits,DAZAP1
13751,MAPK1,inhibits,CIC
13753,MAPK1,inhibits,GORASP1
13757,MAPK1,inhibits,XPO5
13762,MAPK1,inhibits,NUP50
13765,MAPK1,inhibits,APC_AXIN1_GSK3B
13767,DUSP1,inhibits,MAPK9
13773,GRN,inhibits,TNFRSF1A
13788,EPHA2,inhibits,CLDN4
13789,EPHB2,inhibits,ARHGEF15
13790,EPHB2,inhibits,RRAS
13792,PTPN6,inhibits,NFAT5
13794,PTPN6,inhibits,IL2RB
13795,PTPN6,inhibits,CD72
13797,PTPN6,inhibits,SYK
13798,SYK,inhibits,PTPN6
13799,PTPN6,inhibits,ACTG1
13800,PTPN6,inhibits,KCNH2
13812,KDM5A,inhibits,NOTCH1_NOTCH2_RBPJ
13813,KDM5A,inhibits,NOTCH1_NOTCH4_RBPJ
13814,KDM5A,inhibits,NOTCH1_RBPJ
13815,KDM5A,inhibits,NOTCH1_NOTCH3_RBPJ
13820,GCHFR,inhibits,GCH1
13825,CDC25A,inhibits,RAF1
13827,CDC25A,inhibits,MAPK3
13841,HMOX2,inhibits,HBA1
13878,TLX1,inhibits,RB1
13879,TLX1,inhibits,ETS1
13880,TLX1,inhibits,PPP2CB
13881,TLX1,inhibits,PPP2CA
13882,PRKAR1B,inhibits,PRKACA
13883,PRKAR1B,inhibits,PRKACB
13884,PRKAR2B,inhibits,PRKACB
13894,AKT1,inhibits,CFLAR
13895,AKT1,inhibits,HTRA2
13896,AKT1,inhibits,BCL2L11
13897,AKT1,inhibits,TAL1
13899,AKT1,inhibits,NCOR1
13904,AKT1,inhibits,ADRB2
13907,AKT1,inhibits,HNRNPA1
13912,AKT1,inhibits,SKI
13919,AKT1,inhibits,GATA2
13922,AKT1,inhibits,PLN
13927,BRCA1,inhibits,AKT1
13928,AKT1,inhibits,MAP2K4
13929,AKT1,inhibits,YAP1
13931,AKT1,inhibits,CDKN1C
13932,AKT1,inhibits,IRAK1
13935,TTC3,inhibits,AKT1
13947,AKT1,inhibits,BAX
13949,AKT1,inhibits,STK4
13950,AKT1,inhibits,PRKAA1
13951,AKT1,inhibits,STK3
13955,AKT1,inhibits,EZH2
13956,AKT1,inhibits,ZYX
13959,AKT1,inhibits,GAB2
13962,AKT1,inhibits,PDCD4
13963,AKT1,inhibits,DAB2IP
13964,AKT1,inhibits,TENT2
13965,AKT1,inhibits,LARP1
13966,AKT1,inhibits,SH3RF1
13969,AKT1,inhibits,PPARGC1A
13970,AKT1,inhibits,KHSRP
13974,AKT1,inhibits,PHB2
13975,AKT1,inhibits,MAP3K5
13976,AKT1,inhibits,PHF20
13977,AKT1,inhibits,CDCA7
13979,AKT1,inhibits,METTL1
13981,AKT1,inhibits,RNF11
13987,AKT2,inhibits,HTRA2
13988,AKT2,inhibits,STK3
13989,AKT2,inhibits,FOXO3
13991,AKT2,inhibits,RAF1
13992,AKT2,inhibits,HSPB1
13993,AKT2,inhibits,BRAF
13996,AKT2,inhibits,PTPN1
14000,AKT2,inhibits,CDKN1B
14001,AKT2,inhibits,TSC2
14002,AKT2,inhibits,FOXO1
14003,AKT2,inhibits,GSK3B
14006,AKT2,inhibits,FOXO4
14010,AKT2,inhibits,STK4
14011,AKT2,inhibits,PCBP1
14012,AKT2,inhibits,STXBP4
14013,AKT2,inhibits,SH3RF1
14015,AKT2,inhibits,MAP3K5
14017,AKT2,inhibits,PPARGC1A
14025,HNRNPH1,inhibits,TERF2
14026,YWHAB,inhibits,NEFL
14027,YWHAB,inhibits,SRPK2
14028,STIP1,inhibits,HSP90AA1
14029,STIP1,inhibits,HSP90AB1
14030,ARRB2,inhibits,ADRB2
14031,ARRB2,inhibits,ADRB1
14062,GRK4,inhibits,BDKRB2
14065,GTF2H1,inhibits,E2F1
14069,CIITA,inhibits,MYOG
14082,TTK,inhibits,ABL1
14089,GRK5,inhibits,TP53
14091,GRK5,inhibits,BDKRB2
14094,GRK5,inhibits,SNCB
14111,CTNNA1,inhibits,YAP1
14113,CTNNB1,inhibits,PPARG
14115,NOTCH1,inhibits,CTNNB1
14119,PCGF2,inhibits,UBE2I
14120,PCGF2,inhibits,HSF2
14132,IL4,inhibits,PTGS2
14157,HOXD12,inhibits,MAFG
14158,HOXD12,inhibits,MAFK
14159,HOXD12,inhibits,MAF
14160,HOXD12,inhibits,MAFF
14161,HOXD12,inhibits,MAFB
14165,MSX2,inhibits,DLX5
14166,DLX5,inhibits,MSX2
14169,FBN1,inhibits,FBLN5
14172,TIMP3,inhibits,MMP14
14173,GRK3,inhibits,BDKRB2
14174,GRK3,inhibits,OPRM1
14176,FUS,inhibits,DDX3X
14182,FUS,inhibits,DHX9
14191,PPM1A,inhibits,IKBKB
14193,PPM1A,inhibits,CDK9
14194,PPM1A,inhibits,PAK1
14195,PPM1A,inhibits,MAPK14
14196,PPM1A,inhibits,APC_AXIN1_GSK3B
14198,FLT4,inhibits,RPS6KA3
14206,MAP2K2,inhibits,CASP9
14208,LONP1,inhibits,STAR
14209,PPP1CC,inhibits,AXIN1
14210,ZFYVE9,inhibits,TGFBR2
14213,PPP1CC,inhibits,TP53
14216,PPP1CC,inhibits,AKT1
14239,TGFBR1,inhibits,EEF1A1
14249,PPARG,inhibits,ACADM
14250,PPARG,inhibits,PTEN
14251,PPARG,inhibits,HDAC1
14255,TAGLN2,inhibits,ACTB
14256,SNCA,inhibits,VAMP2
14265,CDKN1A,inhibits,CDK4
14266,CDKN1A,inhibits,CCNB1
14267,CDKN1A,inhibits,CDK3
14268,CDKN1A,inhibits,CDK6
14269,CDK6,inhibits,CDKN1A
14270,CDKN1A,inhibits,CCNE2_CDK2
14271,CDKN1A,inhibits,CCNB1_CDK1
14273,MMP12,inhibits,F12
14274,MMP12,inhibits,FGA
14279,VHL,inhibits,CARD9
14283,USP8,inhibits,MET
14286,ID1,inhibits,MYOD1
14287,ID1,inhibits,TCF4
14289,ID1,inhibits,TCF3
14291,ID1,inhibits,TCF12
14292,ID1,inhibits,MYOD1_TCF3
14293,ID1,inhibits,MYOD1_TCF12
14294,ID1,inhibits,MYOD1_TCF4
14305,SOX3,inhibits,CTNNB1
14313,PPP1R2,inhibits,PPP1CA
14321,CSK,inhibits,ITCH
14328,TSPAN7,inhibits,DRD2
14342,ASIP,inhibits,MC1R
14344,STAT1,inhibits,NFKB1_RELA
14345,STAT6,inhibits,STAT1
14346,STAT6,inhibits,NFKB1_RELA
14351,MTOR,inhibits,TFEB
14352,MTOR,inhibits,IRS1
14353,MTOR,inhibits,MAF1
14362,CASP3,inhibits,AKT1
14363,CASP3,inhibits,BRCA1
14367,CASP3,inhibits,PTCH1
14371,CASP3,inhibits,KDM4C
14372,MATK,inhibits,LYN
14374,TEC,inhibits,BTK
14377,ABL2,inhibits,PSMA7
14383,CDKN2B,inhibits,CDK4
14402,GRK6,inhibits,BDKRB2
14403,GRK6,inhibits,LTB4R
14406,PTPN9,inhibits,GHR
14407,PTPN9,inhibits,NSF
14415,SYK,inhibits,LCK
14416,SYK,inhibits,MAPT
14438,MMP13,inhibits,F12
14439,MMP13,inhibits,COL2A1
14440,MMP13,inhibits,FGA
14441,MMP13,inhibits,FGB
14442,MMP13,inhibits,FGG
14447,MAPK8,inhibits,LAT
14450,NR3C1,inhibits,MAPK8
14456,MAPK8,inhibits,STMN1
14459,MAPK8,inhibits,NR4A1
14460,MAPK8,inhibits,CDC25C
14463,MAPK8,inhibits,YWHAB
14464,MAPK8,inhibits,SFN
14465,MAPK8,inhibits,PPARG
14470,MAPK8,inhibits,ATN1
14477,MAPK8,inhibits,AIMP1
14478,MAPK8,inhibits,NFATC3
14480,MAPK8,inhibits,NFATC2
14483,MAPK8,inhibits,PPM1J
14484,MAPK8,inhibits,RCSD1
14492,MAPK9,inhibits,MFN2
14498,MAPK9,inhibits,STMN1
14499,MAPK9,inhibits,JUNB
14501,MAPK9,inhibits,RXRA
14502,MAPK9,inhibits,CDC25C
14503,MAPK9,inhibits,SFN
14506,MAPK9,inhibits,ELK3
14507,MAP2K4,inhibits,RXRA
14509,RANGAP1,inhibits,MYCBP2
14518,NSF,inhibits,SNAP25
14519,CDKN1B,inhibits,CDK1
14520,CDKN1B,inhibits,CCNE2_CDK2
14521,NOTCH1,inhibits,TCF3
14528,IER3,inhibits,PPP2R5C
14530,BRCC3,inhibits,H2AC17
14532,NEDD4,inhibits,KCNH2
14533,YAP1,inhibits,DVL1
14537,YAP1,inhibits,RUNX2
14544,HDAC4,inhibits,MEF2C
14573,PPP3CC,inhibits,FLNA
14578,CSNK1A1,inhibits,FOXO3
14579,CSNK1A1,inhibits,GLI2
14580,CSNK1A1,inhibits,GLI3
14589,CSNK1A1,inhibits,FOXO4
14591,CSNK1A1,inhibits,FADD
14592,CSNK1A1,inhibits,DEPTOR
14595,CSNK1A1,inhibits,CTPS2
14597,CSNK1D,inhibits,MAPT
14600,CSNK1D,inhibits,YAP1
14603,CSNK1D,inhibits,HIF1A
14604,CSNK1D,inhibits,ZNF322
14606,CSNK1D,inhibits,WWTR1
14623,MAPKAPK2,inhibits,PDE4A
14631,MAPKAPK2,inhibits,ZFP36L1
14633,MAPKAPK2,inhibits,RCSD1
14637,MAPKAPK2,inhibits,UBE2J1
14640,CDK8,inhibits,SMAD1
14646,CDK8,inhibits,SMAD3
14655,SIK1,inhibits,CRTC2
14656,SARS1,inhibits,MYC
14657,PPM1F,inhibits,PAK2
14663,CSNK1E,inhibits,CTNND1
14667,CSNK1E,inhibits,YAP1
14669,CSNK1E,inhibits,PER3
14670,CSNK1E,inhibits,EIF4EBP1
14672,CSNK1E,inhibits,LEF1
14683,NUMB,inhibits,GLI1
14684,NUMB,inhibits,MDM2
14685,MDM2,inhibits,NUMB
14686,CLK1,inhibits,ABL1
14692,FHIT,inhibits,CTNNB1
14693,RANBP2,inhibits,CDKN1B
14696,GSK3A,inhibits,ANKRD28
14698,GSK3A,inhibits,MYC
14699,GSK3A,inhibits,UNG
14700,GSK3A,inhibits,GYS1
14701,GSK3A,inhibits,SFPQ
14702,GSK3A,inhibits,FCAR
14703,GSK3A,inhibits,NOTCH1
14705,GSK3A,inhibits,MCL1
14706,GSK3A,inhibits,EIF2B5
14707,GSK3A,inhibits,GRB14
14708,GSK3A,inhibits,NBR1
14711,GSK3A,inhibits,GATA6
14713,GSK3A,inhibits,CAMKK2
14715,GSK3A,inhibits,GPSM3
14717,GSK3B,inhibits,ARNTL
14718,GSK3B,inhibits,TCAP
14720,GSK3B,inhibits,PHLPP1
14721,GSK3B,inhibits,CLASP2
14723,GSK3B,inhibits,SNAI1
14727,GSK3B,inhibits,GLI2
14728,GSK3B,inhibits,NEFH
14730,GSK3B,inhibits,UNG
14731,GSK3B,inhibits,MUC1
14736,GSK3B,inhibits,NEB
14737,GSK3B,inhibits,SFPQ
14738,GSK3B,inhibits,FCAR
14740,GSK3B,inhibits,CCND2
14741,GSK3B,inhibits,CCND3
14742,GSK3B,inhibits,CDC25A
14745,GSK3B,inhibits,SREBF1
14746,GSK3B,inhibits,CDKN1A
14749,GSK3B,inhibits,MAP1B
14752,GSK3B,inhibits,PSEN1
14753,GSK3B,inhibits,EIF2B5
14754,GSK3B,inhibits,EIF2B2
14756,GSK3B,inhibits,MNX1
14757,GSK3B,inhibits,PDX1
14761,GSK3B,inhibits,HDAC4
14763,GSK3B,inhibits,ROR2
14768,GSK3B,inhibits,MCL1
14769,GSK3B,inhibits,EIF4EBP1
14770,GSK3B,inhibits,KLF5
14771,GSK3B,inhibits,HNRNPD
14774,GSK3B,inhibits,EIF2B1
14775,GSK3B,inhibits,GRB14
14776,GSK3B,inhibits,NFE2L1
14777,GSK3B,inhibits,NBR1
14780,GSK3B,inhibits,ZNF322
14781,GSK3B,inhibits,MYOCD
14783,GSK3B,inhibits,MAML1
14787,GSK3B,inhibits,CAMKK2
