,subject,predicate,object
83292,LONAFARNIB,inhibits,HRAS
83296,IRAMPANEL,inhibits,SCN2A
83298,PF-4691502,inhibits,PIK3CG
83300,4-AMBA,inhibits,SLC15A1
83303,ICEC0942,inhibits,CDK7
83304,CROLIBULIN,inhibits,TUBB1
83307,ASM-024,inhibits,CHRM3
83319,TAK-632,inhibits,RIPK3
83323,RG-1512,inhibits,SELP
83324,CS+,inhibits,KCNJ4
83325,ILORASERTIB,inhibits,BLK
83330,TAFETINIB,inhibits,RET
83335,ROVELIZUMAB,inhibits,ITGAL
83369,BGJ398,inhibits,FGFR3
83375,(+)-JQ1,inhibits,BRDT
83377,COMPOUND 25B [PMID: 22564207],inhibits,ALK
83385,LY233053,inhibits,GRIN2B
83396,PWT-33587,inhibits,PIK3R3
83399,GDC-0068,inhibits,AKT1
83407,COMPOUND 5N [PMID: 20483621],inhibits,DCLK3
83409,METHYLPHENIDATE,inhibits,NAT1
83411,PROPARACAINE HYDROCHLORIDE,inhibits,SCN9A
83416,ALTIRATINIB,inhibits,KDR
83417,CT-011,inhibits,PDCD1
83419,DARUSENTAN,inhibits,EDNRA
83433,CARVEDILOL,inhibits,ADRB1
83437,CAFFEINE,inhibits,ADORA2A
83448,R547,inhibits,CDK2
83452,TOSEDOSTAT,inhibits,METAP1
83455,RIVOCERANIB,inhibits,KIT
83457,RUTHENIUM RED,inhibits,RYR1
83462,DYPHYLLINE,inhibits,PDE3A
83463,ONAPRISTONE,inhibits,PGR
83465,IMATINIB,inhibits,ABL1
83466,P05,inhibits,KCNN2
83477,ESLICARBAZEPINE ACETATE,inhibits,SCN1A
83481,VOXTALISIB,inhibits,PIK3CD
83482,CARBENOXOLONE,inhibits,GJA4
83484,NSC 780521,inhibits,NOX5
83494,FLUSPIRILENE,inhibits,HRH1
83498,COMPOUND 19A [PMID: 30503936],inhibits,SRC
83499,GINKGOLIDE X,inhibits,GLRA2
83503,NERISPIRDINE,inhibits,KCNA3
83505,CABAZITAXEL,inhibits,TUBB4B
83509,SPHINGOMYELIN SYNTHASE 2 INHIBITOR 15W,inhibits,SGMS2
83511,DONITRIPTAN,inhibits,PTGDR2
83512,ILOPERIDONE,inhibits,HTR2A
83515,BMS-690514,inhibits,FLT1
83522,(R)-NFPS,inhibits,SLC6A9
83527,ATX-II,inhibits,SCN3A
83528,LOXAPINE,inhibits,DRD3
83535,ARN726,inhibits,NAAA
83540,PDGF RECEPTOR TYROSINE KINASE INHIBITOR III,inhibits,PDGFRB
83549,DIGITOXIN,inhibits,ATP1A1
83554,PENTOXIFYLLINE,inhibits,ADORA2B
83556,DOCETAXEL HYDRATE,inhibits,TUBB2B
83558,ENMD-2076,inhibits,FLT3
83559,ACLIDINIUM,inhibits,CHRM1
83563,AFELIMOMAB,inhibits,TNF
83567,METFORMIN HYDROCHLORIDE,inhibits,NDUFAB1
83568,ENTOSPLETINIB,inhibits,SYK
83569,SIAIS178,inhibits,ABL1
83578,LAS38096,inhibits,ADORA2B
83581,KETANSERIN,inhibits,HTR2C
83587,ADOMEGLIVANT,inhibits,GCGR
83594,K-604,inhibits,ACAT1
83602,DDR1/2 INHIBITOR 5N,inhibits,NTRK1
83604,COMPOUND 15 [PMID: 29852070],inhibits,PIK3CG
83615,JNJ-26483327,inhibits,ERBB2
83618,TIVOZANIB,inhibits,FLT4
83619,AST-487,inhibits,FLT3
83631,AMG-337,inhibits,MET
83637,ANCRIVIROC,inhibits,CCR5
83639,Indantadol,inhibits,GRIN3A
83647,VMCC-I,inhibits,CCR8
83657,UCM 454,inhibits,MTNR1B
83660,KA1010,inhibits,HDAC6
83664,REPOTRECTINIB,inhibits,ROS1
83671,VINORELBIN DITARTRATE,inhibits,TUBB2B
83673,MILNACIPRAN,inhibits,SLC6A4
83675,IXAZOMIB CITRATE,inhibits,ADRM1
83680,CARFILZOMIB,inhibits,PSMB6
83691,TRIAZINE COMPOUND PC10,inhibits,PROKR2
83695,APREMILAST,inhibits,PDE4D
83696,PI 3-KG INHIBITOR,inhibits,PIK3CA
83697,NF023,inhibits,P2RX1
83699,EMRICASAN,inhibits,CASP2
83700,RIMEGEPANT,inhibits,CALCRL
83709,GSK-923295,inhibits,CENPE
83711,OPROZOMIB,inhibits,PSMB1
83717,AZD5438,inhibits,CDK9
83718,OMIPALISIB,inhibits,PIK3R5
83721,OLSALAZINE SODIUM,inhibits,PTGS2
83730,COPANLISIB,inhibits,PIK3CD
83732,GSK-J4,inhibits,KDM5B
83733,ERGOLOID MESYLATES,inhibits,ADRA2A
83737,Tideglusib,inhibits,GSK3B
83740,COMPOUND 4 [PMID: 12408711],inhibits,CASP8
83742,L745870,inhibits,DRD4
83767,LDN-91946,inhibits,UCHL1
83783,CAROTUXIMAB,inhibits,ENG
83790,NERISPIRDINE,inhibits,SCN5A
83794,PARGYLINE HYDROCHLORIDE,inhibits,MAOB
83797,GSK2606414,inhibits,MYLK2
83802,OXCARBAZEPINE,inhibits,SCN9A
83806,NEOLYMPHOSTIN A,inhibits,PIK3CB
83815,AR-C126313,inhibits,P2RY2
83816,FENCLONINE,inhibits,TPH2
83819,L779450,inhibits,BRAF
83820,BTP2,inhibits,TRPC5
83821,ALEMTUZUMAB,inhibits,CD52
83834,TRIMIPRAMINE MALEATE,inhibits,ADRA1B
83837,COMPOUND 3B [PMID: 23454515],inhibits,DYRK1B
83846,INDIBULIN,inhibits,TUBB8
83848,ENMD-2076,inhibits,KDR
83858,BIBO3304,inhibits,NPY1R
83862,DEQUALINIUM,inhibits,KCNN3
83864,TIP39-(9-39) (HUMAN/BOVINE),inhibits,PTH1R
83872,DARATUMUMAB,inhibits,CD38
83874,MAVATREP,inhibits,TRPV1
83886,FOSPHENYTOIN SODIUM,inhibits,SCN8A
83895,MORICIZINE HYDROCHLORIDE,inhibits,SCN1A
83898,TUCATINIB,inhibits,ERBB4
83903,PICTILISIB,inhibits,PIK3CA
83907,AZD3965,inhibits,SLC16A1
83912,JNJ1661010,inhibits,FAAH
83915,PRACINOSTAT,inhibits,HDAC10
83922,CCT365623,inhibits,LOXL2
83923,TRASTUZUMAB EMTANSINE,inhibits,TUBB2A
83924,MK-2461,inhibits,FGFR2
83925,WZ4002,inhibits,ERBB4
83930,CPX,inhibits,ADORA2B
83931,AXITINIB,inhibits,KDR
83934,PF03084014,inhibits,APH1A
83939,[L-TYR8]CYN 154806,inhibits,SSTR4
83941,NERISPIRDINE,inhibits,ERG
83942,SHU9119,inhibits,MC3R
83948,LGH-447,inhibits,PIM2
83955,KETANSERIN,inhibits,DRD5
83968,CABERGOLINE,inhibits,ADRA1A
83970,CEDIRANIB,inhibits,KIT
83971,BARDOXOLONE METHYL,inhibits,PPARG
83977,ONARTUZUMAB,inhibits,MET
83978,FINASTERIDE,inhibits,SRD5A2
83984,VENETOCLAX,inhibits,BCL2L1
83990,OLANZAPINE,inhibits,HRH1
83995,PAZOPANIB,inhibits,PDGFRB
83997,XL-765,inhibits,MTOR
84006,DICUMAROL,inhibits,VKORC1
84008,TRAZODONE,inhibits,HTR2A
84010,JNJ-61186372,inhibits,MET
84013,COMPOUND 30 [PMID: 17280833],inhibits,TNK2
84016,[125I]SHU9119,inhibits,MC4R
84021,"COMPOUND 5 [TOMASSI ET AL., 2020]",inhibits,TNKS2
84030,VARDENAFIL,inhibits,PDE5A
84033,CEDIRANIB,inhibits,PDGFRA
84034,TG100-801,inhibits,FGFR1
84037,BELUMOSUDIL,inhibits,ROCK2
84049,AS101,inhibits,ADORA2B
84053,GILTERITINIB,inhibits,MERTK
84057,NV-128,inhibits,MT-ND6
84059,AMITRIPTYLINE,inhibits,SLC6A2
84064,HU-210,inhibits,GLRA3
84081,FLUFENAMIC ACID,inhibits,GJB4
84082,K31440,inhibits,CRHR2
84087,PHENYLBUTAZONE,inhibits,PTGS1
84090,ACAMPROSATE CALCIUM,inhibits,GRIN3A
84091,OTS964,inhibits,PBK
84092,PANTOPRAZOLE SODIUM,inhibits,ATP4A
84094,VATALANIB,inhibits,FLT1
84096,TAMSULOSIN,inhibits,ADRA1B
84097,COMPOUND 11 [PMID: 18800762],inhibits,GGPS1
84105,PD-0166285,inhibits,FGFR1
84108,M826,inhibits,CASP4
84114,KETANSERIN,inhibits,SLC18A2
84116,REFAMETINIB,inhibits,MAP2K1
84123,BALANOL,inhibits,GRK2
84137,COMPOUND 66 [PMID: 19788238],inhibits,EPHA5
84142,TRICIRIBINE PHOSPHATE,inhibits,AKT3
84145,BX-795,inhibits,GSK3B
84146,JNJ-5207852,inhibits,HRH3
84147,XL-228,inhibits,FRK
84150,VELNEPERIT,inhibits,NPY5R
84152,SAR-20347,inhibits,JAK2
84153,GDC-0994,inhibits,MAPK3
84154,1032900-25-6,inhibits,ALK
84156,PICTILISIB,inhibits,PIK3CG
84161,AXITINIB,inhibits,FLT1
84168,COMPOUND 6A [PMID: 18942826],inhibits,KDM4E
84170,COMPOUND 31 [PMID: 22902653],inhibits,LIMK2
84176,RO 4929097,inhibits,NCSTN
84180,AV-101,inhibits,GRIN2B
84183,MORAb-004,inhibits,CD248
84187,MEHD7945A,inhibits,ERBB3
84190,MYCOPHENOLIC ACID,inhibits,IMPDH2
84192,NALMEFENE HYDROCHLORIDE,inhibits,OPRM1
84199,MK-24,inhibits,CYP27A1
84203,QUINIDINE POLYGALACTURONATE,inhibits,SCN11A
84205,ABL127,inhibits,PPME1
84210,PD166285,inhibits,WEE1
84213,TOZADENANT,inhibits,ADORA2A
84220,COMPOUND 15B [PMID: 31811124],inhibits,CYSLTR2
84225,IMETELSTAT,inhibits,TERT
84228,FOSBRETABULIN DISODIUM,inhibits,TUBA1A
84242,PROBUCOL,inhibits,ABCA1
84254,KZR-616,inhibits,PSMB5
84260,BGT-226,inhibits,PIK3CB
84264,NAVOXIMOD,inhibits,IDO1
84268,PAZOPANIB,inhibits,KDR
84270,AFATINIB,inhibits,ERBB2
84278,NVP-TAE 226,inhibits,INSR
84281,PX-866,inhibits,PIK3R4
84282,KA1010,inhibits,HDAC3
84283,H87/07,inhibits,ADRB1
84287,OSI-027,inhibits,MAPKAP1
84288,AZD4547,inhibits,AKT2
84289,COMPOUND 11D  [PMID: 23981898],inhibits,BACE1
84292,[3H]BQ123,inhibits,EDNRA
84294,RN-9893,inhibits,TRPV4
84300,LICOGLIFLOZIN,inhibits,SLC5A2
84306,COMPOUND 58 [PMID: 25037917],inhibits,SLC6A3
84309,MRS1088,inhibits,ADORA3
84311,SARIDEGIB,inhibits,SMO
84312,FICLATUZUMAB,inhibits,HGF
84313,COMPOUND 4 [PMID: 12408711],inhibits,CASP2
84317,SB 242084,inhibits,HTR2A
84319,BIMAGRUMAB,inhibits,ACVR2B
84320,TOPIRAMATE,inhibits,GRIK4
84340,BMS-690514,inhibits,FLT4
84345,PHENOXYBENZAMINE HYDROCHLORIDE,inhibits,ADRA2A
84348,SPIROXATRINE,inhibits,ADRA1A
84355,MM 11253,inhibits,RARG
84359,IMIDAPRILAT,inhibits,ACE
84361,BENOXINATE HYDROCHLORIDE,inhibits,SCN9A
84362,NALTREXONE,inhibits,OPRM1
84373,CARFILZOMIB,inhibits,PSMD12
84380,[3H]RO 63-0563,inhibits,HTR6
84387,SONOLISIB,inhibits,PIK3R1
84391,ASPIRIN-TRIGGERED RESOLVIN D1,inhibits,TRPV3
84392,TRASTUZUMAB EMTANSINE,inhibits,TUBA3E
84395,CRIZOTINIB,inhibits,MET
84397,CGS-27023A,inhibits,MMP9
84404,CARFILZOMIB,inhibits,PSMD2
84411,CARFILZOMIB,inhibits,PSMD7
84416,QUINIDINE,inhibits,KCNH5
84424,LY-3023414,inhibits,PIK3CA
84429,DALFAMPRIDINE,inhibits,KCNH3
84439,ERITORAN TETRASODIUM,inhibits,TLR4
84445,EVOBRUTINIB,inhibits,BTK
84446,SOTRASTAURIN,inhibits,PRKCA
84449,SB939,inhibits,HDAC4
84453,ALVESPIMYCIN,inhibits,HSP90AA1
84454,PYROTINIB,inhibits,EGFR
84455,OTLERTUZUMAB,inhibits,CD37
84461,RIBAVIRIN,inhibits,IMPDH1
84463,AZ2,inhibits,PIK3CB
84471,VORUCICLIB,inhibits,CDK2
84473,MEN1611,inhibits,PIK3CA
84480,SORAFENIB,inhibits,KDR
84481,COMPOUND 7 [PMID: 31381331],inhibits,ITGB1
84483,BGJ398,inhibits,FGFR3
84497,DOSULEPIN,inhibits,CHRM1
84504,HU-308,inhibits,GLRA2
84507,CHR-3996,inhibits,HDAC3
84508,PLX3397,inhibits,FLT3
84523,MS023,inhibits,PRMT1
84535,COMPOUND 89S [PMID: 19115845],inhibits,GSK3B
84536,SK1-I,inhibits,SPHK1
84538,DASATINIB,inhibits,BLK
84542,SILAHEXOCYCLIUM,inhibits,CHRM3
84562,CETUXIMAB,inhibits,EGFR
84563,RIBOCICLIB SUCCINATE,inhibits,CDK6
84572,LY-2584702,inhibits,RPS6KB1
84573,THIOPERAMIDE,inhibits,HRH4
84579,PF-06282999,inhibits,MPO
84598,ETHOXZOLAMIDE,inhibits,CA1
84603,SORAFENIB,inhibits,KDR
84611,SELTOREXANT,inhibits,HCRTR1
84621,ZOLEDRONIC ACID,inhibits,FDPS
84631,ORG-34517,inhibits,NR3C1
84635,MILATUZUMAB,inhibits,CD74
84643,BTK INHIBITOR 16 [PMID: 30122225],inhibits,BTK
84645,PRASUGREL HYDROCHLORIDE,inhibits,P2RY12
84646,OXYBUTYNIN,inhibits,CHRM3
84651,[3H]CGP39653,inhibits,GRIN2C
84659,MUPARFOSTAT,inhibits,VEGFA
84663,HG2+,inhibits,AQP1
84673,CM4620,inhibits,ORAI1
84682,CPFPX,inhibits,ADORA2A
84686,BI-9564,inhibits,BRD9
84691,5-OXO-12-HETE,inhibits,OXER1
84692,COMPOUND 17 [PMID: 23570514],inhibits,SIRT1
84693,DOCETAXEL HYDRATE,inhibits,TUBB4B
84695,NIP-142,inhibits,KCNJ5
84696,[3H]CGS19755,inhibits,GRIN2B
84697,COMPOUND 3 [PMID: 19097791],inhibits,CDK2
84700,FOSPHENYTOIN SODIUM,inhibits,SCN4A
84719,NFP,inhibits,OPRD1
84726,LIDOCAINE,inhibits,SCN1A
84727,AMLEXANOX,inhibits,IKBKE
84728,ANIFROLUMAB,inhibits,IFNAR1
84729,MODAFINIL,inhibits,SLC6A3
84731,NISOLDIPINE,inhibits,CACNA1C
84732,ACALISIB,inhibits,PIK3CB
84741,BPH-629,inhibits,GGPS1
84742,ST074946,inhibits,SENP8
84743,GSK2606414,inhibits,EIF2AK3
84744,IMATINIB,inhibits,PDGFRB
84745,3-HYDROXYBENZYLHYDRAZINE,inhibits,DDC
84746,RITONAVIR,inhibits,UGT1A1
84747,BMS-817399,inhibits,CCR1
84754,ELPETRIGINE,inhibits,CACNA1F
84758,LENVATINIB,inhibits,KDR
84762,COMPOUND 1 [PMID: 21882820],inhibits,PTPRG
84771,AZD1080,inhibits,GSK3A
84775,PBIT,inhibits,KDM5B
84782,NATALIZUMAB,inhibits,ITGB1
84784,THIORIDAZINE HYDROCHLORIDE,inhibits,DRD2
84799,XANOMELINE,inhibits,HTR2A
84810,BKM120,inhibits,PIK3R6
84817,ALECTINIB,inhibits,ALK
84819,PAZOPANIB,inhibits,KIT
84824,PSB1115,inhibits,ADORA3
84839,M826,inhibits,CASP3
84854,PILARALISIB,inhibits,PIK3CG
84855,EPZ005687,inhibits,EZH2
84856,PI-103,inhibits,PIK3C2G
84859,SB 218078,inhibits,CHEK1
84862,MERETHOXYLLINE PROCAINE,inhibits,SCN7A
84864,FENFLURAMINE,inhibits,TPH1
84874,RITANSERIN,inhibits,HTR2B
84875,EXAMPLE 92 [WO2012095521],inhibits,BACE2
84883,MRE 2029F20,inhibits,ADORA2B
84886,GALR3ANT,inhibits,GALR1
84895,PERTUZUMAB,inhibits,ERBB2
84896,VARESPLADIB METHYL,inhibits,PLA2G2A
84916,MK-0873,inhibits,PDE4A
84918,CERALASERTIB,inhibits,ATR
84919,ROLIPRAM,inhibits,PDE4A
84927,PHENACEMIDE,inhibits,SCN7A
84928,PHENYTOIN,inhibits,SCN2A
84931,TETRODOTOXIN,inhibits,SCN4A
84941,SU9516,inhibits,CDK4
84951,VIGABATRIN,inhibits,ABAT
84952,AMILORIDE,inhibits,SLC9A5
84959,COMPOUND 5D [PMID: 31335136],inhibits,PIK3CD
84963,RIFAMYCIN SV,inhibits,SLCO1B3
84966,FLUFENAMIC ACID,inhibits,GJA4
84976,AMESERGIDE,inhibits,HTR2A
84978,OCTANOL,inhibits,GJB5
84980,SORAFENIB,inhibits,KIT
84981,JNJ-26070109,inhibits,CCKBR
84983,ALISKIREN,inhibits,REN
84984,"TOLBUTAMIDE SODIUM, STERILE",inhibits,ABCC8
84999,BOSUTINIB,inhibits,FRK
85007,TRANYLCYPROMINE SULFATE,inhibits,MAOA
85013,Α-CONOTOXIN MII,inhibits,CHRNA6
85015,FLT-3 INHIBITOR II,inhibits,PDGFRB
85018,Puquitinib,inhibits,PIK3CG
85024,A-443654,inhibits,AKT3
85029,HESPERADIN,inhibits,EPHB1
85030,AVOSENTAN,inhibits,EDNRA
85039,TIPIFARNIB,inhibits,FNTA
85042,BMS-698769,inhibits,MET
85043,ELOTUZUMAB,inhibits,SLAMF7
85046,SILTUXIMAB,inhibits,IL6
85048,ABIRATERONE ACETATE,inhibits,CYP17A1
85051,RO 4929097,inhibits,APH1A
85063,COMPOUND 9 [PMID: 26006010],inhibits,BMX
85064,CHLORPROMAZINE,inhibits,DRD2
85069,DDR1/2 INHIBITOR 5N,inhibits,EPHA7
85070,(R/S) EF-1500,inhibits,SLC6A12
85071,BELINOSTAT,inhibits,HDAC2
85078,(R)-CR8,inhibits,CDK5
85079,AXITINIB,inhibits,KDR
85092,XANTHINE AMINE CONGENER,inhibits,ADORA2A
85094,COMPOUND 9B [PMID: 18986805],inhibits,CDK2
85096,IXABEPILONE,inhibits,TUBB2B
85102,PHENACEMIDE,inhibits,SCN3A
85109,AZD-6482,inhibits,PIK3R5
85129,NBI-42902,inhibits,GNRHR
85130,TIPIFARNIB,inhibits,FNTB
85143,BSJ-04-132,inhibits,CDK4
85146,Roniciclib,inhibits,CDK11B
85149,TETRACAINE,inhibits,SCN7A
85150,CARBENOXOLONE,inhibits,GJE1
85153,MK-5108,inhibits,AURKA
85158,"L-369,020",inhibits,OXTR
85165,BILOBALIDE,inhibits,GLRA1
85174,AZD-7762,inhibits,CHEK1
85175,SSR240612,inhibits,BDKRB1
85176,AZD6482,inhibits,PIK3CD
85180,MGCD265,inhibits,TEK
85185,ROMIDEPSIN,inhibits,HDAC6
85186,LY2874455,inhibits,FGFR3
85192,DELUCEMINE,inhibits,GRIN2D
85195,CDK1/5 INHIBITOR,inhibits,CDK1
85198,PD 0325901,inhibits,MAP2K7
85199,SARACATINIB,inhibits,SRC
85210,SPARSENTAN,inhibits,AGTR1
85214,NERISPIRDINE,inhibits,KCND1
85218,LINSITINIB,inhibits,INSR
85233,NIK SMI1,inhibits,MAP4K5
85251,GSK2126458,inhibits,PIK3R3
85261,VINCRISTINE SULFATE,inhibits,TUBB3
85264,VINCRISTINE SULFATE,inhibits,TUBB2B
85273,DOXACURIUM CHLORIDE,inhibits,CHRNE
85276,CLOTRIMAZOLE,inhibits,NR1I3
85277,TOSEDOSTAT,inhibits,RNPEPL1
85278,TIOSPIRONE,inhibits,HTR6
85284,MIFEPRISTONE,inhibits,PGR
85292,BMS-599626,inhibits,ERBB4
85313,BIIB022,inhibits,IGF1R
85321,BOHEMINE,inhibits,CDK1
85326,AT-9283,inhibits,FLT3
85330,AS703569,inhibits,LYN
85332,DORSOMORPHIN,inhibits,EPHA2
85347,MSC2032964A,inhibits,MAP3K5
85349,SOTRASTAURIN,inhibits,PRKCQ
85350,JNK-IN-8,inhibits,MAPK10
85355,CHR-3996,inhibits,HDAC8
85358,RO5028442,inhibits,OXTR
85363,LAPATINIB DITOSYLATE,inhibits,ERBB2
85372,BIIE0246,inhibits,NPY2R
85378,GIVINOSTAT,inhibits,HDAC9
85380,GSK-3 INHIBITOR IX,inhibits,CDK5
85384,RELACATIB,inhibits,CTSK
85385,PEGVISOMANT,inhibits,GHR
85396,BENZYLCYSTEINE,inhibits,SLC1A5
85400,THIORPHAN,inhibits,MME
85402,BNTX,inhibits,OPRD1
85407,IPI549,inhibits,PIK3CA
85436,PANITUMUMAB,inhibits,EGFR
85444,[D-PHE6]BOMBESIN(6-13)METHYL ESTER,inhibits,GRPR
85450,PALBOCICLIB,inhibits,CDK6
85456,FRAX597,inhibits,PAK2
85461,ETICLOPRIDE,inhibits,DRD2
85465,CAPIVASERTIB,inhibits,AKT3
85469,RIVICICLIB,inhibits,CDK9
85471,MECAMYLAMINE,inhibits,CHRNA1
85480,RILUZOLE,inhibits,SCN8A
85484,COMPOUND 12E [PMID: 18605714],inhibits,PLA2G10
85491,HYDROFLUMETHIAZIDE,inhibits,SLC12A3
85492,MERETHOXYLLINE PROCAINE,inhibits,SCN8A
85500,Α-PROPYLDOPACETAMIDE,inhibits,TPH1
85504,CANDOXATRIL,inhibits,MME
85510,Z-IETD-FMK,inhibits,CASP8
85517,DIGITOXIN,inhibits,FXYD2
85524,VORUCICLIB,inhibits,LIMK1
85527,RASAGILINE MESYLATE,inhibits,MAOB
85533,BEZ235,inhibits,PIK3C2B
85535,TETRAETHYLAMMONIUM,inhibits,KCNB2
85546,OTENZEPAD,inhibits,CHRM5
85548,DNK333,inhibits,SPR
85550,RKI-1447,inhibits,ROCK1
85551,NG-25,inhibits,MAP3K7
85561,MGCD265,inhibits,MET
85572,AFLIBERCEPT,inhibits,PGF
85573,POL6326,inhibits,CXCR4
85592,KETOROLAC,inhibits,PTGS1
85595,AZD1305,inhibits,CACNA1S
85609,PICTILISIB,inhibits,PIK3CG
85611,NV-128,inhibits,NDUFA4L2
85612,BELINOSTAT,inhibits,HDAC4
85614,[3H]CPP,inhibits,GRIN2A
85629,QUIZARTINIB,inhibits,FLT3
85633,FORETINIB,inhibits,TEK
85635,ALOISINE A,inhibits,CDK1
85636,(R)-CETIRIZINE,inhibits,HRH1
85637,PF-4708671,inhibits,RPS6KB1
85639,Delantercept,inhibits,GDF2
85641,SU6656,inhibits,LCK
85644,SF1126,inhibits,PIK3CB
85646,BRIVANIB ALANINATE,inhibits,FGFR2
85655,ZALTRAP,inhibits,PIGF
85657,PIMOZIDE,inhibits,DRD4
85659,PKI-587,inhibits,PIK3CG
85664,TESEVATINIB,inhibits,EGFR
85665,CDK1/5 INHIBITOR,inhibits,GSK3B
85668,AS703569,inhibits,AKT1
85673,DASATINIB,inhibits,ABL1
85674,COMPOUND 1 [PMID: 24793884],inhibits,CDK8
85678,NORFLUOXETINE,inhibits,KCNK2
85684,MIDOSTAURIN,inhibits,PRKCI
85686,COMPOUND 7U [PMID: 24775305],inhibits,LGMN
85689,AZATHIOPRINE SODIUM,inhibits,PPAT
85691,L689560,inhibits,GRIN2B
85698,CAPECITABINE,inhibits,TYMS
85699,COMPOUND 15 [PMID: 32045236],inhibits,NT5E
85700,MIDOSTAURIN,inhibits,PRKCE
85701,GÖ 6983,inhibits,PRKCG
85708,LEVALLORPHAN,inhibits,OPRM1
85715,SUMATRIPTAN,inhibits,HTR7
85717,ISRADIPINE,inhibits,CACNA1C
85726,TRICHOSTATIN A,inhibits,HDAC4
85727,NERISPIRDINE,inhibits,SCN9A
85731,PAZOPANIB HYDROCHLORIDE,inhibits,FGFR1
85732,ECHOTHIOPHATE IODIDE,inhibits,ACHE
85733,TAKINIB,inhibits,MAP3K7
85735,(7S)-HYDROXYL-STAUROSPORINE,inhibits,PRKCZ
85740,ATROPINE,inhibits,CHRM1
85744,ARC-239,inhibits,ADRA2B
85756,AZD8330,inhibits,MAP2K1
85764,AXITINIB,inhibits,KIT
85768,RG-1530,inhibits,JAK2
85770,BC-III,inhibits,SCN5A
85773,MOTESANIB,inhibits,FLT4
85782,JTE-013,inhibits,P2RY10
85789,RG-1530,inhibits,KDR
85794,COLCHICINE,inhibits,TUBB
85797,COMPOUND 38 [PMID: 24915291],inhibits,EGFR
85800,AZD8931,inhibits,ERBB3
85802,BAY 61-3606,inhibits,MAP4K2
85807,IMD-2560,inhibits,IKBKB
85811,TAK-733,inhibits,MAP2K2
85814,NITROBENZYLMERCAPTOPURINE RIBONUCLEOSIDE,inhibits,SLC29A1
85818,PF-04691502,inhibits,PIK3CD
85819,VPC23019,inhibits,S1PR3
85825,MK-0359,inhibits,PDE4D
85834,NERISPIRDINE,inhibits,KCNA4
85836,[3H]N-METHYL SCOPOLAMINE,inhibits,CHRM3
85839,COMPOUND III [PMID: 24045148],inhibits,PTGES
85843,METFORMIN HYDROCHLORIDE,inhibits,NDUFS5
85847,MEXILETINE HYDROCHLORIDE,inhibits,SCN10A
85855,BENZTHIAZIDE,inhibits,SLC12A3
85859,ERIBULIN MESYLATE,inhibits,TUBB4B
85860,CEDELIZUMAB,inhibits,CD4
85870,UFM24,inhibits,PDE4D
85871,REGORAFENIB,inhibits,KIT
85877,CARFILZOMIB,inhibits,PSMC4
85878,DORSOMORPHIN,inhibits,FLT1
85880,CS+,inhibits,KCNH3
85883,"D(CH2)5[D-TYR(ET)2,VAL4,TYR-NH29]AVP",inhibits,AVPR1A
85891,ESLICARBAZEPINE ACETATE,inhibits,SCN2A
85894,COMPOUND 35 [PMID: 20684608],inhibits,LATS2
85897,IPATASERTIB,inhibits,PRKG1
85900,SOTALOL HYDROCHLORIDE,inhibits,ADRB2
85908,KETANSERIN,inhibits,HTR1B
85912,T-BOC-FLFLF,inhibits,FPR2
85917,SCOPOLAMINE,inhibits,CHRM2
85942,METERGOLINE,inhibits,HTR1E
85944,SOPHORETIN,inhibits,PRKCI
85955,OPC-21268,inhibits,AVPR2
85968,SM 21,inhibits,TMEM97
85972,BMS-690514,inhibits,EGFR
85974,BYL719,inhibits,PIK3CD
85976,RESERPINE,inhibits,SLC18A2
85977,LEXIBULIN,inhibits,TUBB
85979,RUFINAMIDE,inhibits,SCN9A
85987,VS-5584,inhibits,PIK3CB
86000,FRAX486,inhibits,PAK1
86002,FLUFENAMIC ACID,inhibits,GJA9
86005,PAZOPANIB HYDROCHLORIDE,inhibits,ITK
86008,DOXYCYCLINE HYCLATE,inhibits,MMP13
86017,ARIPIPRAZOLE LAUROXIL,inhibits,HTR2A
86020,COMPOUND 14 [PMID: 30925062],inhibits,ABCG2
86021,ZAPRINAST,inhibits,PDE5A
86027,BOSUTINIB,inhibits,SIK3
86036,RABUSERTIB,inhibits,CHEK1
86039,[3H]52770 RP,inhibits,PTAFR
86042,CP-459632,inhibits,TIE1
86046,FORETINIB,inhibits,FLT1
86050,PAZOPANIB HYDROCHLORIDE,inhibits,KDR
86052,MK-2461,inhibits,MERTK
86056,CEP-11981,inhibits,FLT1
86063,SOTRASTAURIN,inhibits,PRKCE
86066,ME-344,inhibits,MT-ND1
86071,Selurampanel,inhibits,GRIA2
86072,ANANDAMIDE,inhibits,TRPM8
86073,ME-344,inhibits,NDUFB6
86075,IRAK-1/4 INHIBITOR,inhibits,IRAK4
86077,REGORAFENIB,inhibits,ABL1
86080,CUDC-101,inhibits,HDAC10
86081,FULRANUMAB,inhibits,NGF
86084,PD 0325901,inhibits,MAP2K4
86085,NI2+,inhibits,TRPC3
86093,SOPHORETIN,inhibits,PIK3R3
86094,DOVITINIB,inhibits,FLT4
86117,FLUOXETINE,inhibits,SLC29A4
86118,PF-06291874,inhibits,GCGR
86119,GSK2334470,inhibits,AURKA
86126,ROBATUMUMAB,inhibits,IGF1R
86135,AGN193109,inhibits,RARB
86137,TIPIFARNIB,inhibits,FNTA
86139,TELAPREVIR,inhibits,CTSA
86140,FORETINIB,inhibits,FLT3
